id,buyerName,lenderName,address,city,saleDate,saleValue,loanAmount
212,JIHAN & FAMILY LLC,ICE LENDER HOLDINGS LLC,26 N PENNEWELL DR,WILMINGTON,2025-04-07,480000,382000
213,JIHAN & FAMILY LLC,ICE LENDER HOLDINGS LLC,59 N PENNEWELL DR,WILMINGTON,2025-04-07,480000,382000
214,JIHAN & FAMILY LLC,ICE LENDER HOLDINGS LLC,33 N RODNEY DR,WILMINGTON,2025-04-07,480000,382000
215,DKW RENTALS LLC,SHORE UNITED BANK NA,323 SE 2ND ST,MILFORD,2025-04-07,285000,256500
216,KIRKLEY CONSTRUCTION LLC,B A REALTOR SERVICES INC,908 N DUPONT ST,WILMINGTON,2025-04-04,40000,135000
217,PARK PLACE ENTERPRISES LLC,SPG CAPITAL FUND I LLC,1401 PENNSYLVANIA AVE APT 611,WILMINGTON,2025-04-04,117500,142500
218,MONACO REAL ESTATE LLC,KIAVI FUNDING INC,805 W 8TH ST,WILMINGTON,2025-04-04,150000,205500
219,TCB INVESTORS LLC,FEDALE GLENN,26 W 37TH ST,WILMINGTON,2025-04-04,150000,170000
220,SALEM HVAC LLC,SHALLCROSS MORTGAGE COMPANY,2104 N JEFFERSON ST,WILMINGTON,2025-04-04,130000,200000
221,MIJ VENTURES LLC,LENDZ FINANCIAL,2101 N CHURCH ST,WILMINGTON,2025-04-04,140000,112000
222,19808 RENOVATIONS LLC,J HUNTER LLC,425 PORTER ST,WILMINGTON,2025-04-04,50000,100000
223,PG & SONS PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,902 LINDEN ST,WILMINGTON,2025-04-04,100000,180000
224,WRI206BAYSHORE LLC,THOMAS DIANE,206 S BAY SHORE DR,MILTON,2025-04-04,500000,450000
225,MORET INVESTMENTS LLC,ROSS CAPITAL PARTNERS LLC,26 E 24TH ST,WILMINGTON,2025-04-03,94500,188000
226,SANCOR REAL ESTATE LLC,BRRRR FUNDER LLC,501 WILDEL AVE,NEW CASTLE,2025-04-01,135000,185900
227,SANCOR REAL ESTATE LLC,BRRRR FUNDER LLC,12 DELMAR ST,NEW CASTLE,2025-04-01,145000,188500
228,MONACO REAL ESTATE LLC,BRRRR FUNDER LLC,956 E 17TH ST,WILMINGTON,2025-03-31,127000,141600
229,NLR DE PROPERTIES LLC,LUMINATE BANK,1413 N HARRISON ST,WILMINGTON,2025-03-31,460000,368000
230,MONACO REAL ESTATE LLC,BRRRR FUNDER LLC,832 VANDEVER AVE,WILMINGTON,2025-03-31,82000,110075
231,MONACO REAL ESTATE LLC,BRRRR FUNDER LLC,218 N CLAYTON ST,WILMINGTON,2025-03-31,114000,136525
232,PENNYS PROPERTIES LLC,DOUBLE BACKFLIP LLC,508 W 39TH ST,WILMINGTON,2025-03-31,220000,203000
233,HANCOCK PROPERTIES LLC,RRR GROUP INC,221 N FRANKLIN ST,WILMINGTON,2025-03-31,110000,110000
234,MONACO REAL ESTATE LLC,BRRRR FUNDER LLC,400 N FRANKLIN ST,WILMINGTON,2025-03-31,115000,134175
235,PIONEER TEAM LLC,LENDINGONE LLC,110 W 29TH ST,WILMINGTON,2025-03-28,170000,175500
236,LTH INVESTMENTS LLC,BLUE WATER INVESTMENTS LLC,912 MCCABE AVE,WILMINGTON,2025-03-28,300000,220000
237,YIREH PROPERTIES LLC,HALLSTONE JAMES,703 N WASHINGTON ST,WILMINGTON,2025-03-28,260000,310000
238,YIREH PROPERTIES LLC,HALLSTONE JAMES,703 N WASHINGTON ST # 1,WILMINGTON,2025-03-28,260000,310000
239,YIREH PROPERTIES LLC,HALLSTONE JAMES,703 N WASHINGTON ST # 2,WILMINGTON,2025-03-28,260000,310000
240,YIREH PROPERTIES LLC,HALLSTONE JAMES,703 N WASHINGTON ST # 3,WILMINGTON,2025-03-28,260000,310000
241,JALSA HOLDINGS LLC,FULTON BANK NA,222 CARTER DR # 1,MIDDLETOWN,2025-03-28,699900,524925
242,JALSA HOLDINGS LLC,FULTON BANK NA,222 CARTER DR # 2,MIDDLETOWN,2025-03-28,699900,524925
243,MENDOZA INVESTMENTS LLC,EASY STREET CAPITAL LLC,7 CRESTWOOD PL,WILMINGTON,2025-03-28,230000,224000
244,SALTED OAK LLC,A1 MORTGAGE GROUP LLC,54 KENT ST,REHOBOTH BEACH,2025-03-28,1680000,840000
245,NEXT LEVEL PROPERTIES LLC,LOANSTEADY LLC,3400 SANIBEL CIR UNIT 3408,REHOBOTH BEACH,2025-03-28,430000,322500
246,CARUSO HOMES ON YOUR LOT DE 1 LLC,FLAGSTAR BANK FSB,9802 CAMP RD,LAUREL,2025-03-28,450000,30000000
247,CARUSO HOMES ON YOUR LOT DE 1 LLC,FLAGSTAR BANK FSB,9802 CAMP RD,LAUREL,2025-03-28,450000,30000000
248,CARUSO HOMES ON YOUR LOT DE 1 LLC,FLAGSTAR BANK FSB,9802 CAMP RD,LAUREL,2025-03-28,450000,30000000
249,RBJ HOMES LLC,GOLDBERG BENJAMIN,1211 W 2ND ST,WILMINGTON,2025-03-27,71500,120000
250,FORNIAS REAL ESTATE LLC,BRRRR FUNDER LLC,1336 N CLAYMONT ST,WILMINGTON,2025-03-27,97000,100300
251,JF PROPERTIES LLC,GF LEASING AND RENTAL LLC,212 KENMARK RD,NEWARK,2025-03-27,250000,125000
252,105 BEACH PLUM LLC,UNITED EQUITY NETWORK LLC,105 BEACH PLUM PL,LEWES,2025-03-27,520000,465000
253,82 AUGUSTA LLC,AAR LENDING LLC,23 KNICKERBOCKER DR,NEWARK,2025-03-26,226000,275000
254,PIZARRO FLOORING LLC,ROSS CAPITAL PARTNERS LLC,210 N VAN BUREN ST,WILMINGTON,2025-03-26,60000,141000
255,GOLDENROD GEORGETOWN PROPERTIES LLC,NEXA MTG LLC,6 GOLDENROD DR,GEORGETOWN,2025-03-26,385000,308000
256,UMBRELLAS AND COCONUTS LLC,CHANGE LENDING LLC,21169 BALD EAGLE RD,REHOBOTH BEACH,2025-03-26,799000,639200
257,CAPSTONE HOMES LLC,COUNTY BANK,26040 HAYFIELD LN,MILLSBORO,2025-03-25,77000,282750
258,CAPSTONE HOMES LLC,COUNTY BANK,26036 HAYFIELD LN,MILLSBORO,2025-03-25,77000,226500
259,UPPER ROOM GROUP LLC,KIAVI FUNDING INC,104 BUCK LN,NEW CASTLE,2025-03-24,171000,233700
260,RNB INVESTMENTS LLC,VONTIVE INC,28975 ALEINE AVE,HARBESON,2025-03-24,225000,251250
261,SANTINO EMILIANO LLC,COUNTY BANK,210 N FRONT ST,SEAFORD,2025-03-24,550000,412500
262,BIGG JIMS HOMES LLC,DOMINION FIN'L SERVICES LLC,530 N WILLEY ST,SEAFORD,2025-03-24,215000,257500
263,BLU BIRD HOLDINGS INC,LARRYS LATE NIGHT LENDING LLC,403 N RODNEY ST,WILMINGTON,2025-03-22,75000,175000
264,CONAWAY ENTERPRISES RRD LLC,SHORE UNITED BANK NA,205 HAINES ST,NEWARK,2025-03-21,525000,354000
265,ST HOMES LLC,HOME TREATMENTS LLC,2309 ALISTER DR,WILMINGTON,2025-03-21,200000,206125
266,PREMIER ONE PROPERTIES LLC,HOME TREATMENTS LLC,5 GLEN AVE,NEW CASTLE,2025-03-21,230000,230000
267,WINSTON BAILEY & ASSOCIATES LLC,UBS BANK USA,105 NEW RD,LEWES,2025-03-21,1070000,720000
268,AL HOMEBUYERS LLC,SHALLCROSS MORTGAGE COMPANY,1845 SAINT AUGUSTINE RD,MIDDLETOWN,2025-03-20,200000,225000
269,RBJ HOMES LLC,STONE BAY MANAGEMENT LLC,2105 N PINE ST,WILMINGTON,2025-03-20,117500,166000
270,SELECTIVE REAL ESTATE SOLUTIONS LLC,LARRYS LATE NIGHT LENDING LLC,208 CAPITOL TRL,NEWARK,2025-03-20,120000,275000
271,RBJ HOMES LLC,STONE BAY MANAGEMENT LLC,424 S CLAYMONT ST,WILMINGTON,2025-03-20,85000,121000
272,RBJ HOMES LLC,STONE BAY MANAGEMENT LLC 401K,1108 N HEALD ST,WILMINGTON,2025-03-20,82000,137000
273,PG & SONS PROPERTIES LLC,ROSS CAPITAL PARTNERS LLC,203 EAST AVE,NEW CASTLE,2025-03-20,80000,200000
274,JIK CONSTRUCTION INC,ROSS CAPITAL PARTNERS LLC,2 GINA DR,MIDDLETOWN,2025-03-19,265000,280000
275,BIGG JIMS HOMES LLC,RFLF 4 LLC,146 BOBBYS BRANCH RD,MILLSBORO,2025-03-19,205000,243750
276,BIGG JIMS HOMES LLC,DOMINION FIN'L SERVICES LLC,8675 GREENWOOD RD,GREENWOOD,2025-03-17,99900,171500
277,BIGG JIMS HOMES LLC,DOMINION FIN'L SERVICES LLC,30682 OMAR RD,FRANKFORD,2025-03-17,110000,196000
278,PINNACLE HOMES LLC,STONE BAY HOLDINGS LLC,2603 N TATNALL ST,WILMINGTON,2025-03-14,130000,137000
279,SALEM HVAC LLC,SHALLCROSS MORTGAGE COMPANY,830 W 5TH ST,WILMINGTON,2025-03-14,71000,135000
280,GOMEZ INVESTMENT PROPERTIES LLC,BRUCE D BALICK REVOCABLE TRUST,1916 W 6TH ST,WILMINGTON,2025-03-14,80000,80000
281,PG & SONS PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,111 N CLAYTON ST,WILMINGTON,2025-03-14,85000,120000
282,COASTAL HOLDINGS LLC,WHALEY RICHARD,24322 BOBLIN CT,MILLSBORO,2025-03-14,400000,280000
283,LUX BUILDERS LLC,RFLF 7 LLC,29592 ASHLAND DR,MILTON,2025-03-14,520000,494000
284,DELMARTINEZ LLC,BELL ISLAND MORTGAGE INC,32901 MOUNT PLEASANT RD,LAUREL,2025-03-14,200000,200000
285,NAVY REAL ESTATE LLC,RFLF 4 LLC,49 N AVON DR,CLAYMONT,2025-03-13,222500,285000
286,PARK PLACE ENTERPRISES LLC,SPG CAPITAL FUND I LLC,10169 LOCUST ST,LAUREL,2025-03-13,125000,160000
287,SEVEN COUNTIES LLC,MORGAN STANLEY PVT BANK NA,106 KINGSBRIDGE RD,REHOBOTH BEACH,2025-03-13,919000,689250
288,MPI PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,307 W 32ND ST,WILMINGTON,2025-03-12,165000,225000
289,PG & SONS PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,2700 N TATNALL ST,WILMINGTON,2025-03-11,135000,190000
290,PG & SONS PROPERTIES LLC,ROSS CAPITAL PARTNERS LLC,721 VANDEVER AVE,WILMINGTON,2025-03-11,135000,140000
291,RNB INVESTMENTS LLC,VONTIVE INC,8381 NYLON AVE,SEAFORD,2025-03-10,305000,259000
292,RNB INVESTMENTS LLC,VONTIVE INC,737 MAGNOLIA DR,SEAFORD,2025-03-10,145000,198750
293,HERITAGE INVESTMENT GROUP LLC,BPL MORTGAGE LLC,71 VILLAGE DR,DOVER,2025-03-08,107500,86000
294,EB REALTY LLC,MCKINLEY C,299 DANIEL RODNEY RD,DOVER,2025-03-07,210000,210000
295,JNJ HOLDINGS LLC,SHALLCROSS MORTGAGE COMPANY,214 NW 2ND ST,MILFORD,2025-03-07,110000,230000
296,NAVY REAL ESTATE LLC,RFLF 7 LLC,111 VILONE RD,WILMINGTON,2025-03-07,210000,228700
297,GJ PREMIER PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,1313 CLIFFORD BROWN WALK,WILMINGTON,2025-03-07,60000,105000
298,SUBLIME ASSOCIATES LLC,EASY STREET CAPITAL LLC,1320 W 3RD ST,WILMINGTON,2025-03-07,200000,160000
299,BRIGHTNOVA INC,COMMERCIAL LENDER LLC,813 N SPRUCE ST,WILMINGTON,2025-03-07,120000,149000
300,PIZARRO FLOORING LLC,SHALLCROSS MORTGAGE COMPANY,729 W 4TH ST,WILMINGTON,2025-03-06,120000,175000
301,PG & SONS PROPERTIES LLC,ROSS CAPITAL PARTNERS LLC,1217 NEWPORT GAP PIKE,WILMINGTON,2025-03-06,160000,170000
302,AMATO MANAGEMENT LLC,BANK OF OCEAN CITY,68 ATLANTIC AVE,OCEAN VIEW,2025-03-06,500000,400000
303,VANIAH REALTY LLC,LUXURY MORTGAGE CORP,1230 LINDEN ST,WILMINGTON,2025-03-05,240000,180000
304,PREMIER ONE PROPERTIES LLC,HOME TREATMENTS LLC,53 MARTA DR,WILMINGTON,2025-03-05,190000,190000
305,TCB INVESTORS LLC,FEDALE GLENN,202 JAMES PL,NEW CASTLE,2025-03-04,255000,280000
306,UPPER ROOM GROUP LLC,KIAVI FUNDING INC,1050 OLD FORGE RD,NEW CASTLE,2025-03-03,140000,185100
307,ZAHRA REALTY LLC,KIAVI FUNDING INC,144 OAK DR,SMYRNA,2025-02-28,160000,166900
308,ICHTHUS RENOVATIO LLC,SHALLCROSS MORTGAGE COMPANY,126 PRESIDENT DR,DOVER,2025-02-28,88000,164000
309,UPPER ROOM GROUP LLC,SHUPE STEVEN,2714 N MADISON ST,WILMINGTON,2025-02-28,140000,150000
310,LPF 2017 LLC,ICE LENDER HOLDINGS LLC,20 W 30TH ST,WILMINGTON,2025-02-28,125000,151650
311,PIONEER HEIGHTS LLC,MEADOWBROOK FIN'L MTG BANKERS,122 N SCOTT ST,WILMINGTON,2025-02-28,160000,128000
312,T F G FLOORING INSTALLATION LLC,ROSS CAPITAL PARTNERS LLC,2209 N LOCUST ST,WILMINGTON,2025-02-28,83000,131000
313,SPRE LLC,LARRYS LATE NIGHT LENDING LLC,24 E 24TH ST,WILMINGTON,2025-02-28,90000,150000
314,PG & SONS PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,904 LINDEN ST,WILMINGTON,2025-02-28,70000,145000
315,HH CONTRIBUTION LLC,RFLF 4 LLC,34 KAREN CT,NEW CASTLE,2025-02-28,197000,243300
316,17326 COASTAL HIGHWAY LLC,DWYER DAVID,17326 COASTAL HWY,LEWES,2025-02-28,1122000,897600
317,ABLE PROPERTIES LLC,DIAMOND CREDIT UNION,11 CORNWALL RD,REHOBOTH BEACH,2025-02-28,640000,480000
318,APPLE CT LLC,COUNTY BANK,38798 APPLE CT,OCEAN VIEW,2025-02-26,1500000,540000
319,HELM ST VENTURES INC,COUNTY BANK,30934 HICKORY LN,DAGSBORO,2025-02-25,250000,236250
320,PHR3E & ASSOCIATES LLC,SECURED INV HIGH YIELD FUND II,16 HERITAGE DR,DOVER,2025-02-24,100000,164000
321,PG & SONS PROPERTIES LLC,ROSS CAPITAL PARTNERS LLC,3211 N JEFFERSON ST,WILMINGTON,2025-02-24,150000,203000
322,UPPER ROOM GROUP LLC,KIAVI FUNDING INC,1616 W 10TH ST,WILMINGTON,2025-02-24,165000,205900
323,GJ PREMIER PROPERTIES LLC,SHALLCROSS MORTGAGE COMPANY,412 S VAN BUREN ST,WILMINGTON,2025-02-24,100000,119000
324,HIGH FIVE INVESTMENTS LLC,GABJILL ENTERPRISES LLC,1 CROMWELL CT,NEWARK,2025-02-24,255000,275000
325,INTEGRITY PROPERTY SOLUTION LLC,SPG CAPITAL FUND I LLC,239 LOCUST AVE,WILMINGTON,2025-02-21,107000,179000
326,APPLETON ENTERPRISES LLC,UNITED WHOLESALE MORTGAGE LLC,2508 CLEVELAND AVE,CLAYMONT,2025-02-21,325000,243750
327,HNB INVESTMENT PROPERTIES LLC,DOMINION FIN'L SERVICES LLC,943 E 17TH ST,WILMINGTON,2025-02-21,52500,97500
328,BENGOL REAL ESTATES GROUP LLC,SHALLCROSS MORTGAGE COMPANY,23 HICKMAN RD,CLAYMONT,2025-02-21,200000,160000
329,BENGOL REAL ESTATES GROUP LLC,SHALLCROSS MORTGAGE COMPANY,13 OAKMONT DR,NEW CASTLE,2025-02-21,200000,175000
330,JNM DELAWARE PROPERTIES LLC,RRR GROUP INC,28 DENNY CIR,NEWARK,2025-02-21,110000,160000
331,LIBERTY ONE HOMES LLC,HARD MONEY NJ LLC,3217 OPAL CT,WILMINGTON,2025-02-20,150000,180000
332,TCB INVESTORS LLC,FEDALE GLENN,1806 LOWLAND WAY,NEWARK,2025-02-20,180000,185000
333,A HOME2BE LLC,BA REALTOR SERVICES INC,5407 JENMATT DR,WILMINGTON,2025-02-20,200000,180000
334,LUX BUILDERS LLC,RFLF 4 LLC,37 ANGLIN DR,NEWARK,2025-02-14,265000,327500
335,BRIGHTNOVA INC,COMMERCIAL LENDER LLC,20 E 24TH ST,WILMINGTON,2025-02-14,104000,163492
336,RNB INVESTMENTS LLC,VONTIVE INC,14880 CONCORD RD,SEAFORD,2025-02-14,300000,352980
337,BELLA BETHANY LLC,FIRST-CITIZENS BANK & TRUST CO,99 1ST ST,BETHANY BEACH,2025-02-14,4900000,3920000
338,BIGG JIMS HOMES LLC,DOMINION FIN'L SERVICES LLC,13311 BEAVER DAM RD,ELLENDALE,2025-02-14,240000,297500
339,TCJ INVESTMENT PROPERTIES LLC,CAMA SDIRA LLC,2612 MCKINLEY AVE,CLAYMONT,2025-02-13,205000,288000
340,BEN BROWN DEVELOPMENT INC,AMPED-UP INC,1204 ELM ST,WILMINGTON,2025-02-13,110000,171500
341,82 AUGUSTA LLC,AAR LENDING LLC,1049 BEAR RD,NEW CASTLE,2025-02-13,204500,285000
342,SHELTIC INVESTMENTS LLC,WILGUS FINANCIAL LLC,200 S MAIN ST,BRIDGEVILLE,2025-02-13,208000,200000
343,ROYAL TWINS REALTY LLC,LUMINATE HOME LOANS INC,101 N CAROLINE PL # 4,DOVER,2025-02-12,132000,105600
344,UPPER ROOM GROUP LLC,HOME TREATMENTS LLC,317 W SUMMIT AVE,WILMINGTON,2025-02-12,200000,195000
345,DYNAMIC PROPERTY SOLUTIONS LIMITED LIABILITY,J HUNTER LLC,407 DENVER RD,WILMINGTON,2025-02-12,145000,185000
346,V & V MGMT LLC,ADVANCIAL FEDERAL CREDIT UNION,705 MAPLE PKWY,DOVER,2025-02-11,490000,343000
347,SELECTIVE REAL ESTATE SOLUTIONS LLC,LARRYS LATE NIGHT LENDING LLC,4332 S STATE ST,CAMDEN WYOMING,2025-02-11,170000,271000
348,CFK HOMES LLC,FIRST COLONY MORTGAGE CORP,309 THAYER CT,NEWARK,2025-02-11,220000,176000
349,RBJ HOMES LLC,STONE BAY HOLDINGS LLC,2314 JESSUP ST,WILMINGTON,2025-02-11,90000,127000
350,HH CONTRIBUTION LLC,RFLF 4 LLC,1909 ARLENE DR,WILMINGTON,2025-02-11,251200,311250
351,HH CONTRIBUTION LLC,RFLF 4 LLC,11 MALVINA LN,NEWARK,2025-02-11,251200,270000
352,GREENWOOD ASSOCIATES II LLC,TEXAS EXCHANGE BANK SSB,12570 SUSSEX HWY,GREENWOOD,2025-02-11,23400,4945455
353,SALEM HVAC LLC,SHALLCROSS MORTGAGE COMPANY,104 FULTON ST,WILMINGTON,2025-02-10,50000,135000
354,NAJERA PROPERTIES LLC,ROMI CAPITAL LLC,1200 READ ST,WILMINGTON,2025-02-10,75000,100000
355,SALEM HVAC LLC,SHALLCROSS MORTGAGE COMPANY,170 CHANNING DR,BEAR,2025-02-10,232367,260000
356,CIDER HILL DEVELOPMENT COMPANY LLC,CREEKSIDE PLAZA LLC,31274 LEE MEADOW DR,BETHANY BEACH,2025-02-10,650000,650000
357,BOSWELL CONSULTING LLC,COMMERCIAL LENDER LLC,305 E 22ND ST,WILMINGTON,2025-02-07,133000,111200
358,STONY HOMES LLC,SEQUEL INVESTMENTS INC,307 E 22ND ST,WILMINGTON,2025-02-07,69000,122000
359,HH CONTRIBUTION LLC,RFLF 7 LLC,102 MAY AVE,NEW CASTLE,2025-02-07,170000,213750
360,EDIL LLC,JMAC LENDING INC,3816 HUTCHISON RD,WILMINGTON,2025-02-07,265500,212400
361,MAGANGA SOLUTION GROUP INC,WORLDWIDE INVESTORS SOLUTIONS,636 FIREWOOD LN,NEW CASTLE,2025-02-07,155000,295000
362,BIGG JIMS HOMES LLC,DOMINION FIN'L SERVICES LLC,20 COLGATE DR,REHOBOTH BEACH,2025-02-07,231000,350000
363,NAS HOMES LLC,NEIGHBORGOOD PARTNERS INC,2504 N JEFFERSON ST,WILMINGTON,2025-02-06,115000,180000
364,TRI-SOUTH LLC,SHALLCROSS MORTGAGE COMPANY,1120 WOODSEDGE RD,DOVER,2025-02-05,250000,300000
365,JIHAN & FAMILY LLC,SHALLCROSS MORTGAGE COMPANY,609 SHUE DR,NEWARK,2025-02-04,143194,240000
366,PALM RENTALS LLC,HARFORD BANK,119 BUNGALOW AVE,WILMINGTON,2025-02-03,97850,2500000
367,ML REAL ESTATE HOLDINGS LLC,BANK OF AMERICA NA,22935 JOHN J WILLIAMS HWY,MILLSBORO,2025-02-03,540000,459000
368,ICHTHUS RENOVATIO LLC,SHALLCROSS MORTGAGE COMPANY,31 S NEW ST,DOVER,2025-01-31,80000,140000
369,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,733 W 4TH ST,WILMINGTON,2025-01-31,589000,750000
370,ELWOOD HOLDINGS LLC,LOAN FUNDER LLC,1017 S BROOM ST,WILMINGTON,2025-01-31,160000,120000
371,UPPER ROOM GROUP LLC,HOME TREATMENTS LLC,1316 W 5TH ST,WILMINGTON,2025-01-31,145000,141000
372,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,2203 CARTER ST,WILMINGTON,2025-01-31,589000,750000
373,JJPI HOMES LLC,ROSS CAPITAL PARTNERS LLC,1718 W 2ND ST,WILMINGTON,2025-01-31,73418,138000
374,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,1019 N PINE ST,WILMINGTON,2025-01-31,589000,750000
375,BRIGHTNOVA INC,COMMERCIAL LENDER LLC,918 N PINE ST,WILMINGTON,2025-01-31,113000,151700
376,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,611 E 8TH ST,WILMINGTON,2025-01-31,589000,750000
377,1999 PULASKI PROPERTY LLC,SHALLCROSS MORTGAGE COMPANY,2009 N JEFFERSON ST,WILMINGTON,2025-01-31,177000,220000
378,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,1127 READ ST,WILMINGTON,2025-01-31,589000,750000
379,WHITE CLAY LP,ARTISANS' BANK,1118 LITTLE BALTIMORE RD,NEWARK,2025-01-31,1400000,568000
380,IMMANUEL JAMES LLC,TRIUS LNDG PARTNERS REIT 1 LLC,6 RUSSELL RD,NEW CASTLE,2025-01-31,180000,218400
381,VILLATOROS PROPERTIES LLC,HILLSIDE ASSOCIATES LLC,5867 N DUPONT HWY,DOVER,2025-01-31,405000,200000
382,PROPERTIES 81 LLC,ANCHOR LOANS LP,2319 JESSUP ST,WILMINGTON,2025-01-30,92000,115676
383,AR EXCAVATING LLC,SHALLCROSS MORTGAGE COMPANY,231 CHANCE RD,CLAYTON,2025-01-29,283200,175000
384,N KIRKWOOD LLC,SHALLCROSS MORTGAGE COMPANY,207 N MEMORIAL DR,DELMAR,2025-01-29,100000,160000
385,ZARAGOZA REAL ESTATE HOLDINGS LLC,NQM FUNDING LLC,719 E DIVISION ST,DOVER,2025-01-28,236000,200000
386,ZEN SHINE WELLNESS LLC,EXPRESS CAPITAL FINANCING,1110 LANCASTER AVE,WILMINGTON,2025-01-28,130000,104000
387,JWL REALTY INC,HOME TREATMENTS LLC,8 REVERE PL,NEWARK,2025-01-27,165000,150000
388,CABAZZA REALTY GROUP LLC,SHALLCROSS MORTGAGE COMPANY,137 N GOVERNORS BLVD,DOVER,2025-01-24,95000,170000
389,PDL INVESTMENTS LLC,MERIDIAN BANK,904 W 21ST ST,WILMINGTON,2025-01-24,355000,900000
390,808 N LINCOLN ST ASSOCIATES LLC,SHALLCROSS MORTGAGE COMPANY,808 N LINCOLN ST,WILMINGTON,2025-01-24,262500,300000
391,WITSIL MULBERRY ASSOCIATES LLC,COUNTY BANK,19429 JOHN J WILLIAMS HWY,LEWES,2025-01-24,2750000,3650000
392,BAILEY INVESTMENT GROUP B LLC,SHALLCROSS MORTGAGE COMPANY,307 COBBLE CREEK CURV,NEWARK,2025-01-23,75000,160000
393,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,2100 N PINE ST,WILMINGTON,2025-01-23,700000,750000
394,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,624 W 5TH ST,WILMINGTON,2025-01-23,700000,750000
395,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,112 E 23RD ST,WILMINGTON,2025-01-23,700000,750000
396,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,521 S HARRISON ST,WILMINGTON,2025-01-23,700000,750000
397,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,5 E 24TH ST,WILMINGTON,2025-01-23,700000,750000
398,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,6 E 24TH ST,WILMINGTON,2025-01-23,700000,750000
399,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,925 VANDEVER AVE,WILMINGTON,2025-01-23,700000,750000
400,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,1113 CONRAD ST,WILMINGTON,2025-01-23,700000,750000
401,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,1112 CONRAD ST,WILMINGTON,2025-01-23,700000,750000
402,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,312 S VAN BUREN ST,WILMINGTON,2025-01-23,700000,750000
403,WILMINGTON HOME PORTFOLIO LLC,PROGRESSUS LLC,1211 B ST,WILMINGTON,2025-01-23,700000,750000
404,BENGOL REAL ESTATES GROUP LLC,SHALLCROSS MORTGAGE COMPANY,113 GLENROCK DR,CLAYMONT,2025-01-23,287500,300000
405,HAQUE N & S CORPORATION,UNITED WHOLESALE MORTGAGE LLC,5552 DORAL DR,WILMINGTON,2025-01-23,355000,284000
406,DAVIS PROPERTY INVESTMENT LLC,LARRYS LATE NIGHT LENDING LLC,249 BENJAMIN ST,HARRINGTON,2025-01-22,80000,190000
407,ECUA CORPORATION,SHALLCROSS MORTGAGE COMPANY,2 GINA DR,MIDDLETOWN,2025-01-22,175000,240000
408,SEAL ENTERPRISE LLC,STONE BAY HOLDINGS LLC,1404 W 2ND ST,WILMINGTON,2025-01-22,130000,198000
409,HARMONY DESIGN LLC,REHAB FINANCIAL GROUP LP,1005 N LOMBARD ST,WILMINGTON,2025-01-21,93000,175000
410,BENGOL REAL ESTATES GROUP LLC,SHALLCROSS MORTGAGE COMPANY,20 E DICKENS RD,CLAYMONT,2025-01-21,252500,290000
411,BRIGHTNOVA INC,COMMERCIAL LENDER LLC,830 E 17TH ST,WILMINGTON,2025-01-21,105000,154500
412,DYNAMIC PROPERTY SOLUTIONS LIMITED LIABILITY,SUNSHINE PROPERTY GROUP LLC,9 JOHNSON AVE,SEAFORD,2025-01-21,60000,100000
413,IJ UNITS LLC,ABL RPC RESID CR ACQUISITION L,907 B FIFTH ST,DELAWARE CITY,2025-01-18,235000,176250
414,PG & SONS PROPERTIES LLC,ROSS CAPITAL PARTNERS LLC,315 E 13TH ST,WILMINGTON,2025-01-17,50000,135000
415,UKSP INC,BEELINE LOANS INC,939 E 26TH ST,WILMINGTON,2025-01-17,165000,107250
416,DNA PROPERTY GROUP LLC,LOAN FUNDER LLC,128 SOMERS AVE,NEW CASTLE,2025-01-17,185000,227250
417,ST HOMES LLC,HOME TREATMENTS LLC,1307 CHELMSFORD CIR,NEWARK,2025-01-17,165000,172300
418,BALE DEVELOPMENT COMPANY,LVE INVESTMENTS LLC,315 ROBIN DR,BEAR,2025-01-17,310000,325000
419,HPCC CAMDEN LLC,ARTISANS' BANK,1320 MIDDLEFORD RD STE 203,SEAFORD,2025-01-17,220000,220000
420,WEALTH LINK LLC,ORANGEPATH FINANCIAL INC,21 MARLIN DR,NEWARK,2025-01-14,375000,206250
